,level_0,index,Health Facility Code Short_x,Facility Name,Old Health Facility Names,Old Health Facility Name 2,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #           ,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Official Website,Hospital Licensing Status,Service Capability,Bed Capacity,target,lat,lon,Health Facility Code Short_y
630,8924,23,448,CHRISTIAN GENERAL HOSPITAL,,,Hospital,Private,,,564 A. MABINI STREET,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,PAGSANJAN,43419000,BARANGAY I (POB.),043419012,4008.0,,With License,Level 1,20.0,1,14.273577,121.455308,63
631,8925,24,456,CLARO M. RECTO MEMORIAL DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,RIZAL STREET,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,INFANTA,45620000,GUMIAN,045620020,4336.0,,With License,Level 1,39.0,1,14.7126683,121.620434,39
632,8926,25,460,CRISOSTOMO GENERAL HOSPITAL,,,Hospital,Private,,,TIRONA HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,BACOOR CITY,42103000,DULONG BAYAN,042103007,4102.0,,With License,Level 1,20.0,1,14.4492773,120.9335072,75
633,8927,26,467,A. DE LA CRUZ MATERNITY HOSPITAL,DE LA CRUZ MATERNITY HOSPITAL,,Hospital,Private,,,910 CRESCINI STREET,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,CAVITE CITY,42105000,,,4100.0,,With License,Level 1,11.0,1,14.4838273,120.8946292,75
634,8928,27,470,DEL CARMEN MEDICAL CLINIC, , ,Hospital,Private, , ,360 PICA STREET, ,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,CALAUAG,45607000,BARANGAY V (POB.),045607017,4318.0, ,Without License,0,,1,14.064361,122.362933,39
635,8929,28,476,DLS-DR. RODOLFO R. POBLETE MEMORIAL HOSPITAL,,,Hospital,Private,,,BURGOS STREET,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,ALFONSO,42101000,BARANGAY I (POB.),042101002,4123.0,,With License,Level 1,12.0,1,14.1399468,120.8554127,75
636,8930,29,482,BATANGAS PROVINCIAL HOSPITAL,DON JUAN MAYUGA MEMORIAL HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LEMERY,41012000,PALANAS,041012029,4209.0,,With License,Level 1,50.0,1,13.8951748,120.9072162,81
637,8931,30,483,DON MANUEL LOPEZ MEMORIAL DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,BALAYAN,41003000,GUMAMELA,041003029,4213.0,,With License,Level 1,50.0,1,13.948266,120.7473086,81
638,8932,31,491,DR. ERLINDA P. TOLENTINO MEDICAL CLINIC AND HOSPITAL, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,UNISAN,45649000,KALILAYAN IBABA,045649011,4305.0, ,Without License,0,,1,13.84408,121.971495,39
639,8933,32,501,EMIL JOANNA GENERAL HOSPITAL, , ,Hospital,Private, , ,147 QUEZON STREET, ,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,ATIMONAN,45603000, , ,4331.0, ,With License,0,,1,14.0007083,121.924156,39
640,8934,33,505,DR. KISON'S CLINIC, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LIPA CITY,41014000, , ,4217.0, ,Without License,0,,1,13.948093,121.15713,81
641,8935,34,506,DR. MARIO D. BEJASA GENERAL HOSPITAL,,,Hospital,Private,,,J.P. RIZAL STREET,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,BAUAN,41006000,,,4201.0,,With License,Level 1,27.0,1,13.7930777,121.0072846,81
642,8936,35,518,"DR. R. ROSALES MEMORIAL MEDICAL HOSPITAL, INC.",DR. ROMEO ISANA ROSALES GENERAL HOSPITAL,,Hospital,Private,,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,PADRE GARCIA,41020000,POBLACION,041020023,4224.0,,With License,Level 1,16.0,1,13.876226,121.211549,81
643,8937,36,526,DR. JOSE P. RIZAL MEMORIAL DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF CALAMBA,43405000,BUCAL,043405006,4027.0,,With License,Level 1,100.0,1,14.1916404,121.1674805,63
644,8938,37,532,DRA. OLIVIA SALAMANCA MEMORIAL DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,P. GOMEZ STREET,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,CAVITE CITY,42105000,,,4100.0,,With License,Level 1,50.0,1,14.4812565,120.9114293,75
645,8939,38,537,DUQUE GENERAL HOSPITAL, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,SAN JUAN,41023000, , ,4226.0, ,Without License,0,,1,13.816123,121.3981175,81
646,8940,39,547,"FAMILY CARE HOSPITAL, INC.",,,Hospital,Private,,Corporation,"MACARIA AVENUE, PACITA COMPLEX",,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF SAN PEDRO,43425000,NUEVA,043425010,4023.0,,With License,Level 1,37.0,1,14.342363,121.058173,63
647,8941,40,551,GENERAL TRIAS MATERNITY AND PEDIATRIC HOSPITAL,,,Hospital,Private,,,GENERAL TRIAS DRIVE,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,CITY OF GENERAL TRIAS,42108000,TEJERO,042108029,4119.0,,With License,Level 1,50.0,1,14.3966305,120.8630382,75
648,8942,41,555,HCGC MEDICAL PLAZA HOSPITAL, , ,Hospital,Private, , ,260 SAN JOSE STREET, ,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,CARMONA,42104000, , ,4116.0, ,Without License,0,,1,14.313082,121.054308,75
649,8943,42,558,"GREG HOSPITAL-SARIAYA, INC.",,,Hospital,Private,,,GEN. LUNA CORNER DILITIWAN STREET,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,SARIAYA,45645000,BARANGAY  1 (POB.),045645046,4322.0,,With License,Level 1,20.0,1,13.963006,121.5225971,39
650,8944,43,563,GUINAYANGAN MEDICARE COMMUNITY HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,GUINAYANGAN,45618000,CALIMPAK,045618010,4319.0,,With License,Level 1,15.0,1,13.9250069,122.4268174,39
651,8945,44,567,H.M. CORACHEA GENERAL HOSPITAL,,,Hospital,Private,,,COLLANTES SUBDIVISION,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,CITY OF TANAUAN,41031000,POBLACION BARANGAY  7,041031038,4232.0,,With License,Level 1,38.0,1,14.0820964,121.1458319,81
652,8946,45,570,HOSPITAL DE SAN JUAN BAUTISTA, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LIAN,41013000,BARANGAY  2 (POB.),041013017,4216.0, ,Without License,0,,1,14.03397,120.649874,81
653,8947,46,584,JESUS THE SAVIOR HOSPITAL, , ,Hospital,Private, , ,QUEZON AVENUE, ,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,SANTA CRUZ (Capital),43426000,SANTO ANGEL SUR,043426026,4009.0, ,Without License,0,,1,14.6496714,121.0270395,63
654,8948,47,599,KAWIT KALAYAAN HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,KAWIT,42111000,SAN SEBASTIAN,042111008,4104.0,,With License,Level 1,25.0,1,14.4169192,120.8986046,75
655,8949,48,609,LAGUNA PROVINCIAL HOSPITAL - SAN PABLO CITY DISTRICT HOSPITAL,LAGUNA MEDICAL CENTER,PANLALAWIGANG PAGAMUTAN NG LAGUNA - SAN PABLO CITY,Hospital,Government,Local Government Unit,,GENERAL LUNA STREET,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,SAN PABLO CITY,43424000,BARANGAY V-A (POB.),043424020,4000.0,,With License,Level 2,100.0,1,14.0728641,121.3287454,63
656,8950,49,622,LOBO MUNICIPAL HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LOBO,41015000,FABRICA,041015009,4229.0,,With License,Level 1,14.0,1,13.6430985,121.2023547,81
657,8951,50,623,MAGSAYSAY MEMORIAL DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,MAHARLIKA HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,LOPEZ,45622000,MAGSAYSAY (POB.),045622007,4316.0,,With License,Level 1,75.0,1,13.8860971,122.2639368,39
658,8952,51,624,LOPEZ SAINT JUDE GENERAL HOSPITAL CORP.,,,Hospital,Private,,,MAHARLIKA HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,LOPEZ,45622000,DANLAGAN,045622027,4316.0,,With License,Level 1,65.0,1,13.8877502,122.2678408,39
659,8953,52,626,LUCBAN MMG HOSPITAL,,,Hospital,Private,,Cooperative,NATIONAL HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,LUCBAN,45623000,TINAMNAN,045623032,4328.0,,With License,Level 1,30.0,1,14.1065283,121.568771,39
660,8954,53,627,LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER,,,Hospital,Private,,,,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,LUCENA CITY (Capital),45624000,ISABANG,045624026,4301.0,,With License,Level 2,97.0,1,13.947331,121.585288,39
661,8955,54,633,MAHAL NA VIRGEN MARIA SANTO ROSARIO DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,ROSARIO,41021000,NAMUNGA,041021026,4225.0,,With License,Level 1,30.0,1,13.8445909,121.1972034,81
662,8956,55,635,LAGUNA PROVINCIAL HOSPITAL - MAJAYJAY MEDICARE HOSPITAL,MAJAYJAY MEDICARE HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,MAJAYJAY,43416000,TALORTOR,043416041,4005.0,,With License,Level 1,15.0,1,14.1516738,121.4597368,63
664,8958,57,649,MARTIN MARASIGAN MEMORIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,MALVAR CORNER MABINI STREET,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,CUENCA,41009000,,,4222.0,,With License,Level 1,25.0,1,13.9008821,121.0534013,81
665,8959,58,664,METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,METRO RIZAL DOCTORS HOSPITAL,,Hospital,Private,,,MARICK DRIVE,,REGION IV-A (CALABAR ZON),40000000,RIZAL,45800000,CAINTA,45805000,SANTO DOMINGO,045805020,1900.0,,With License,Level 1,28.0,1,14.5827775,121.1141272,47
666,8960,59,665,METRO LEMERY MEDICAL CENTER,,,Hospital,Private,,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LEMERY,41012000,PALANAS,041012029,4209.0,,With License,Level 2,72.0,1,13.8875292,120.9115181,81
667,8961,60,667,METRO LIPA MEDICAL CENTER,,,Hospital,Private,,,J.P. LAUREL HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LIPA CITY,41014000,MARAUOY,041014030,4217.0,,With License,Level 2,48.0,1,13.9684328,121.166647,81
668,8962,61,678,MOLINO DOCTORS HOSPITAL,,,Hospital,Private,,,NATIONAL ROAD,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,BACOOR CITY,42103000,MOLINO II,042103045,4102.0,,With License,Level 1,38.0,1,14.410255,120.9759893,75
669,8963,62,679,MORONG DOCTORS HOSPITAL,,,Hospital,Private,,,491 GOV. MARTINEZ STREET,,REGION IV-A (CALABAR ZON),40000000,RIZAL,45800000,MORONG,45809000,SAN JUAN (POB.),045809007,1960.0,,With License,Level 1,25.0,1,14.514303,121.239413,47
670,8964,63,680,LAGUNA PROVINCIAL HOSPITAL - NAGCARLAN DISTRICT HOSPITAL,NAGCARLAN DISTRICT HOSPITAL,,Hospital,Government,Local Government Unit,,F. BALTAZAR STREET,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,NAGCARLAN,43417000,POBLACION III (POB.),043417035,4002.0,,With License,Level 1,25.0,1,14.1339808,121.4163166,63
672,8966,65,691,"OUR SAVIOR HOSPITAL, INC.",,,Hospital,Private,,,GEN. TRIAS DRIVE,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,ROSARIO,42117000,POBLACION,042117008,4106.0,,With License,Level 1,30.0,1,14.4142695,120.856444,75
673,8967,66,694,PAG-ASA HOSPITAL,,,Hospital,Private,,,899 NATIONAL ROAD,,REGION IV-A (CALABAR ZON),40000000,RIZAL,45800000,BINANGONAN,45804000,PAG-ASA,045804040,1940.0,,With License,Level 1,27.0,1,14.520663,121.156304,47
674,8968,67,712,"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.",,,Hospital,Private,,,REGIDOR STREET,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,CANDELARIA,45608000,POBLACION,045608001,4323.0,,With License,Level 2,60.0,1,13.9264379,121.4235221,39
676,8970,69,720,"PRIME GLOBAL CARE MEDICAL CENTER, INC.",,,Hospital,Private,,,"CABEZAS, AVENIDA RIZAL STREET, PAG-ASA SUBDIVISION",,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,BACOOR CITY,42103000,MOLINO V,042103048,4102.0,,With License,Level 1,12.0,1,14.3979753,120.9744575,75
678,8972,71,737,"SAN JOSE HOSPITAL AND MEDICAL CENTER, INC.","SAN JOSE HOSPITAL AND TRAUMA CENTER, INC.",,Hospital,Private,,,DOCTORS COMPOUND,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF CALAMBA,43405000,MAYAPA,043405032,4027.0,,With License,Level 1,42.0,1,14.2118271,121.1282302,63
679,8973,72,738,"SAN PEDRO DOCTORS HOSPITAL, INC.",,,Hospital,Private,,Corporation,NATIONAL HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF SAN PEDRO,43425000,LANDAYAN,043425005,4023.0,,With License,Level 1,27.0,1,14.3488627,121.064919,63
680,8974,73,752,SSMC SATELLITE HOSPITAL, , ,Hospital,Private, , ,GATEWAY BUSINESS PARK, ,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,CITY OF GENERAL TRIAS,42108000,JAVALERA,042108014,4119.0, ,Without License,0,,1,14.413831,120.857387,75
681,8975,74,755,ST. ANDREW HOSPITAL,,,Hospital,Private,,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,TALISAY,41030000,TUMAWAY,041030025,4220.0,,With License,Level 1,25.0,1,14.0933462,121.0259576,81
682,8976,75,759,ST. CLEMENT MEDICAL CLINIC, , ,Hospital,Private, , ,49 FANDINO STREET, ,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,ALAMINOS,43401000,BARANGAY III (POB.),043401005,4001.0, ,Without License,0,,1,14.0644452,121.245208,63
683,8977,76,760,"ST. DOMINIC MEDICAL CENTER, INC.",,,Hospital,Private,,,AGUINALDO HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,BACOOR CITY,42103000,TALABA IV,042103068,4102.0,,With License,Level 2,100.0,1,14.4593866,120.9604869,75
684,8978,77,764,"ST. JAMES HOSPITAL, INC.",SANTIAGO MEDICAL CLINIC AND DIAGNOSTIC CENTER,,Hospital,Private,,Corporation,MARIQUITA PUEBLO,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF SANTA ROSA,43428000,DITA,043428005,4026.0,,With License,Level 2,80.0,1,14.2808658,121.1201108,63
685,8979,78,765,ST. JAMES THE GREATER HOSPITAL, , ,Hospital,Private, , ,SANTIAGO STREET, ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,IBAAN,41010000,POBLACION,041010017,4230.0, ,Without License,0,,1,13.8168798,121.1319459,81
686,8980,79,769,ST. MARTIN MATERNITY AND PEDIATRIC HOSPITAL,,,Hospital,Private,,,,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,NOVELETA,42116000,SALCEDO II,042116010,4105.0,,With License,Level 1,50.0,1,14.4256788,120.873944,75
687,8981,80,771,ST. NAZARIUS MEDICAL CLINIC, , ,Hospital,Private, , ,PRES. LAUREL HIGHWAY, ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,MALVAR,41017000, , ,4233.0, ,Without License,0,,1,14.0444119,121.1582478,81
688,8982,81,773,CALAUAG ST. PETER GENERAL HOSPITAL,ST. PETER GENERAL HOSPITAL,,Hospital,Private,,,MANUEL QUEZON STREET,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,CALAUAG,45607000,BARANGAY II (POB.),045607014,4318.0,,With License,Level 1,40.0,1,13.9577099,122.2860594,39
689,8983,82,775,SAINT VINCENT DE PAUL HOSPITAL,,,Hospital,Private,,,A. MABINI STREET,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,SANTO TOMAS,41028000,BARANGAY II (POB.),041028002,4234.0,,With License,Level 1,15.0,1,14.1073099,121.1428136,81
690,8984,83,779,"SANTA CRUZ LAGUNA POLYMEDIC, INC.",,,Hospital,Private,,,782 NATIONAL HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,SANTA CRUZ (Capital),43426000,PATIMBAO,043426013,4009.0,,With License,Level 1,12.0,1,14.2678563,121.419843,63
691,8985,84,783,SANTA ROSA HOSPITAL AND MEDICAL CENTER,SANTA ROSA HOSPITAL SYSTEM INCORPORATION,,Hospital,Private,,Corporation,RSBS BOULEVARD,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF SANTA ROSA,43428000,BALIBAGO,043428002,4026.0,,With License,Level 2,99.0,1,14.287063,121.09553,63
692,8986,85,785,STO. NIÑO MEDICAL CLINIC, , ,Hospital,Private, , ,NATIONAL HIGHWAY, ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,CUENCA,41009000, , ,4222.0, ,Without License,0,,1,13.917656,121.044652,81
693,8987,86,786,"STO. ROSARIO HOSPITAL, INC.",,,Hospital,Private,,,130 V. ESCANO CORNER G. RECTO,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,ROSARIO,41021000,,,4225.0,,With License,Level 1,50.0,1,13.8457744,121.204116,81
695,8989,88,799,UNTALAN GENERAL HOSPITAL,,,Hospital,Private,,,87 GUALBERTO AVENUE,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,ROSARIO,41021000,,,4225.0,,With License,Level 1,12.0,1,13.8452645,121.2063357,81
696,9019,118,23605,GUMACA DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,MAHARLIKA HIGHWAY,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,GUMACA,45619000,ROSARIO,045619039,4306.0,,With License,Level 1,75.0,1,13.9330624,122.0898575,39
697,9020,119,1816,GAMEZ HOSPITAL,,,Hospital,Private,,,218 J.P. RIZAL STREET,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF CALAMBA,43405000,,,4027.0,,With License,Level 1,12.0,1,14.194,121.148,63
698,9021,120,23613,THE MEDICAL CITY SOUTH LUZON,SOUTHERN LUZON HOSPITAL AND MEDICAL CENTER,,Hospital,Private,,Corporation,GREENFIELD CITY,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF SANTA ROSA,43428000,DON JOSE,043428006,4025.0,slhmc.net,With License,Level 2,100.0,1,14.2484642,121.0672258,63
699,9022,121,1826,LIPA CITY DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LIPA CITY,41014000,,,4217.0,,With License,Level 1,75.0,1,13.9335545,121.158891,81
700,9023,122,1838,"IMMACULATE CONCEPCION HOSPITAL OF SAN PABLO CITY, INC.",,,Hospital,Private,,,P. ALCANTARA STREET,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,SAN PABLO CITY,43424000,,,4000.0,,With License,Level 1,25.0,1,14.0691033,121.3223674,63
701,9024,123,1851,"JANE COUNTY HOSPITAL, INC.",,,Hospital,Private,,,CLARO M. RECTO STREET,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,PAGBILAO,45630000,BARANGAY  1 CASTILLO (POB.),045630019,4302.0,,With License,Level 1,12.0,1,13.970822,121.6825461,39
702,9025,124,1911,LEMERY DOCTORS MEDICAL CENTER,,,Hospital,Private,,,R. DIOKNO STREET,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LEMERY,41012000,,,4209.0,,With License,Level 2,40.0,1,13.8770024,120.9153671,81
704,9032,131,2041,ANDRESS BONIFACIO MEMORIAL HOSPITAL, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,TRECE MARTIRES CITY (Capital),42122000,LUCIANO (BITANGAN),042122015,4109.0, ,Without License,0,,1,14.2405807,120.8798969,75
705,9034,133,2050,BAUAN GENERAL HOSPITAL,,,Hospital,Government,Local Government Unit,,S. YLAGAN STREET,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,BAUAN,41006000,APLAYA,041006002,4201.0,,With License,Level 1,45.0,1,13.787258,121.009327,81
706,9035,134,2059,SAN JOSE DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,SAN JOSE,41022000,BANAYBANAY I,041022007,4227.0,,With License,Level 1,25.0,1,13.886524,121.104883,81
707,9038,137,2173,MOUNT CARMEL DIOCESAN GENERAL HOSPITAL,,,Hospital,Private,,,ALLAREY EXTENSION,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,LUCENA CITY (Capital),45624000,BARANGAY  1 (POB.),045624002,4301.0,,With License,Level 2,178.0,1,13.9408018,121.6111173,39
708,9039,138,2193,SALAZAR POLYCLINIC,,,Hospital,Private,,,ATIENZA STREET CORNER RAJA MATANDA,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LEMERY,41012000,,,4209.0,,With License,Level 1,15.0,1,13.92986,120.875952,81
710,9042,141,2322,RIZAL PROVINCIAL HOSPITAL SYSTEM - MORONG MAIN,RIZAL PROVINCIAL HOSPITAL - MORONG MAIN,RIZAL PROVINCIAL HEALTH SYSTEM-MORONG MAIN,Hospital,Government,Local Government Unit,,TOMAS CLAUDIO STREET,,REGION IV-A (CALABAR ZON),40000000,RIZAL,45800000,MORONG,45809000,SAN JUAN (POB.),045809007,1960.0,,With License,Level 1,100.0,1,14.516536,121.239218,47
712,9052,151,2482,H-VILL HOSPITAL,,,Hospital,Private,,,82 J.P. RIZAL STREET,,REGION IV-A (CALABAR ZON),40000000,RIZAL,45800000,RODRIGUEZ (MONTALBAN),45808000,MANGGAHAN,045808005,1860.0,,With License,Level 1,60.0,1,14.7267362,121.1430323,47
713,9054,153,2496,SAN DIEGO DE ALCALA GENERAL HOSPITAL,,,Hospital,Private,,,AGUINALDO STREET CORNER TAÑADA,,REGION IV-A (CALABAR ZON),40000000,QUEZON,45600000,GUMACA,45619000,SAN DIEGO,045619058,4306.0,,With License,Level 1,20.0,1,13.9211991,122.1009629,39
714,9056,155,2505,C.P. REYES HOSPITAL,,,Hospital,Private,,,A. MABINI AVENUE,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,CITY OF TANAUAN,41031000,,,4232.0,,With License,Level 2,137.0,1,14.0844253,121.1495092,81
715,9061,160,2562,SAN JUAN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,SAN JUAN,41023000,TALAHIBAN II,041023040,4226.0,,With License,Level 1,25.0,1,13.8094815,121.4011907,81
716,9062,161,2596,MEDICAL CENTER IMUS,,,Hospital,Private,,,DIVERSION ROAD,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,IMUS CITY,42109000,PALICO IV,042109084,4103.0,,With License,Level 2,90.0,1,14.4260031,120.9463991,75
717,9064,163,2633,"SAN JUAN DOCTORS HOSPITAL, INC.",,,Hospital,Private,,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,SAN JUAN,41023000,CALITCALIT,041023008,4226.0,,With License,Level 1,28.0,1,13.8269903,121.4103485,81
718,9065,164,2707,VELAZCO HOSPITAL,,,Hospital,Private,,,J.P. RIZAL STREET,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,SILANG,42118000,SABUTAN,042118041,4118.0,,With License,Level 1,25.0,1,14.2344815,120.9767675,75
719,9069,168,2780,COMMUNITY GENERAL HOSPITAL OF SAN PABLO CITY,,,Hospital,Private,,,C. COLAGO AVENUE,,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,SAN PABLO CITY,43424000,,,4000.0,,With License,Level 2,99.0,1,14.0730241,121.3129027,63
721,9075,174,2829,BATANGAS MEDICAL CENTER,BATANGAS REGIONAL HOSPITAL,,Hospital,Government,Department Of Health,,,,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,BATANGAS CITY (Capital),41005000,KUMINTANG IBABA,041005034,4200.0,,With License,Level 3,400.0,1,13.7668617,121.0663041,81
722,9076,175,2830,BAUTISTA HOSPITAL,,,Hospital,Private,,,375 P. BURGOS AVENUE,,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,CAVITE CITY,42105000,BARANGAY 32 (SALAY-SALAY),042105026,4100.0,,With License,Level 2,60.0,1,14.4772319,120.892001,75
724,9080,179,2913,ZIGZAG HOSPITAL, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,MABINI,41016000,PULONG NIOGAN,041016022,4202.0, ,Without License,0,,1,13.7555853,120.945442,81
725,9084,183,3028,SANTA ROSA COMMUNITY HOSPITAL,,,Hospital,Government,Local Government Unit,,"CATTLEYA STREET, LM SUBDIVISION",,REGION IV-A (CALABAR ZON),40000000,LAGUNA,43400000,CITY OF SANTA ROSA,43428000,MARKET AREA (POB.),043428012,4026.0,,With License,Level 1,83.0,1,14.318741,121.110977,63
726,9085,184,3035,ST. MARTIN GENERAL HOSPITAL, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,BATANGAS,41000000,LEMERY,41012000, , ,4209.0, ,Without License,0,,1,13.8854774,120.9128094,81
727,9088,187,3072,"ANGONO MEDICS HOSPITAL, INC.",,,Hospital,Private,,,"NUMBER 1 RAINBOW VILLAGE ,QUEZON AVENUE",ANGONO MEDICS HOSPITAL BUILDING 1,REGION IV-A (CALABAR ZON),40000000,RIZAL,45800000,ANGONO,45801000,SAN ISIDRO,045801009,1930.0,,With License,Level 1,87.0,1,14.531259,121.152869,47
728,9091,190,3097,STO. NIÑO DE TANZA MEDICAL AND DIAGNOSTIC CENTER, , ,Hospital,Private, , , , ,REGION IV-A (CALABAR ZON),40000000,CAVITE,42100000,TANZA,42120000,AMAYA II,042120028,4108.0, ,Without License,0,,1,14.391204,120.852826,75
